"X","hotel_name","clean_score","location_score","service_score","room_score","money_score","food_score","transport_score","facilities_score","culture_score","joy_score","Hotel_Address","Average_Score","Total_Number_of_Reviews","lat","lng","country","id"
"1","11 Cadogan Gardens",0.121212121212121,0.151515151515152,0.0303030303030303,0.0909090909090909,0.0606060606060606,0.166666666666667,0,0.0151515151515152,0,0.0151515151515152,"11 Cadogan Gardens Sloane Square Kensington and Chelsea London SW3 2RJ United Kingdom",8.7,393,51.4936161,-0.1592347,"United Kingdom",78
"2","1K Hotel",0.1875,0.0625,0.0375,0.1875,0.075,0.1375,0,0,0,0.0125,"13 Boulevard Du Temple 3rd arr 75003 Paris France",7.7,663,48.8639318,2.3658744,"France",120
"3","25hours Hotel beim MuseumsQuartier",0.0773480662983425,0.0497237569060773,0.00552486187845304,0.113259668508287,0.0276243093922652,0.353591160220994,0.0276243093922652,0.0110497237569061,0.00276243093922652,0.0773480662983425,"Lerchenfelder Stra e 1 3 07 Neubau 1070 Vienna Austria",8.8,4324,48.2064745,16.3546297,"Austria",1046
"4","41",0.179487179487179,0.230769230769231,0,0.128205128205128,0.0256410256410256,0.153846153846154,0.0256410256410256,0,0,0.102564102564103,"41 Buckingham Palace Road Westminster Borough London SW1W 0PS United Kingdom",9.6,244,51.4981471,-0.1436492,"United Kingdom",522
"5","88 Studios",0.204761904761905,0.0428571428571429,0.00952380952380952,0.238095238095238,0.0619047619047619,0.0571428571428571,0.00952380952380952,0.0238095238095238,0,0.0476190476190476,"88 Holland Road Kensington and Chelsea London W14 8BN United Kingdom",8.4,955,51.4992789,-0.2090733,"United Kingdom",737
"6","9Hotel Republique",0.208791208791209,0.0659340659340659,0.032967032967033,0.285714285714286,0.021978021978022,0.307692307692308,0.010989010989011,0.010989010989011,0.010989010989011,0.0549450549450549,"7 9 Rue Pierre Chausson 10th arr 75010 Paris France",8.8,857,48.8708419,2.3605864,"France",672
"7","A La Villa Madame",0.210526315789474,0.105263157894737,0.105263157894737,0.157894736842105,0.105263157894737,0.315789473684211,0,0,0,0,"44 Rue Madame 6th arr 75006 Paris France",8.8,185,48.8488608,2.3315257,"France",539
"8","ABaC Restaurant Hotel Barcelona GL Monumento",0.0555555555555556,0.166666666666667,0,0.111111111111111,0.111111111111111,0.444444444444444,0,0,0,0,"Avenida Tibidabo 1 Sarri St Gervasi 08022 Barcelona Spain",8.8,111,41.4106944,2.136294,"Spain",819
"9","Abba Garden",0.133333333333333,0.0444444444444444,0.0222222222222222,0.177777777777778,0.0444444444444444,0.222222222222222,0,0,0,0,"Santa Rosa Esplugues 33 08950 Barcelona Spain",7.9,959,41.3854716,2.1018835,"Spain",1248
"10","Abba Sants",0.140350877192982,0.0350877192982456,0.0526315789473684,0.157894736842105,0.0526315789473684,0.175438596491228,0.0350877192982456,0.0175438596491228,0,0,"Numancia 32 Sants Montju c 08029 Barcelona Spain",8.2,964,41.3825777,2.1400103,"Spain",1102
"11","AC Hotel Barcelona Forum a Marriott Lifestyle Hotel",0.111111111111111,0.0256410256410256,0.0170940170940171,0.0769230769230769,0.0427350427350427,0.196581196581197,0.0256410256410256,0.00854700854700855,0,0.0427350427350427,"Paseo Taulat 278 Sant Mart 08019 Barcelona Spain",8.1,1560,41.4101306,2.2188047,"Spain",1130
"12","AC Hotel Diagonal L Illa a Marriott Lifestyle Hotel",0.304347826086957,0,0,0.0434782608695652,0.0434782608695652,0.173913043478261,0,0,0,0.0434782608695652,"Avenida Diagonal 555 Les Corts 08029 Barcelona Spain",8.6,446,41.3899609,2.135684,"Spain",802
"13","AC Hotel Milano a Marriott Lifestyle Hotel",0.2,0,0,0.171428571428571,0.0571428571428571,0.257142857142857,0,0.0285714285714286,0,0,"Via Tazzoli 2 Garibaldi Station 20154 Milan Italy",8.3,580,45.4851799,9.1831189,"Italy",1412
"14","AC Hotel Paris Porte Maillot by Marriott",0.135135135135135,0.0540540540540541,0,0.0540540540540541,0.0540540540540541,0.216216216216216,0.027027027027027,0,0,0.0540540540540541,"6 rue Gustave Charpentier 17th arr 75017 Paris France",8.5,403,48.8820046,2.2818538,"France",630
"15","AC Hotel Sants a Marriott Lifestyle Hotel",0.127659574468085,0.0638297872340425,0,0.212765957446809,0.0212765957446809,0.276595744680851,0.0212765957446809,0.0425531914893617,0,0.0212765957446809,"Passeig de Sant Antoni 36 40 Sants Montju c 08014 Barcelona Spain",8,575,41.3775577,2.1384686,"Spain",1140
"16","AC Hotel Victoria Suites a Marriott Lifestyle Hotel",0.263157894736842,0.0526315789473684,0,0.263157894736842,0.0526315789473684,0.263157894736842,0,0,0,0,"Beltran i R zpide 7 9 Les Corts 08034 Barcelona Spain",8.6,375,41.3893478,2.1209755,"Spain",833
"17","Acad mie H tel Saint Germain",0.151260504201681,0.0252100840336134,0.0336134453781513,0.210084033613445,0.109243697478992,0.184873949579832,0.0588235294117647,0.00840336134453781,0,0.0420168067226891,"32 rue des Saints P res 7th arr 75007 Paris France",9,855,48.855263,2.3305901,"France",423
"18","Acca Palace",0.312,0.032,0.008,0.16,0.024,0.36,0.032,0,0,0.016,"Via Giovanni Nicotera 9 Niguarda 20161 Milan Italy",8.5,1886,45.5099969,9.1739942,"Italy",1346
"19","Ace Hotel London Shoreditch",0.111111111111111,0.0740740740740741,0.00925925925925926,0.162037037037037,0.0231481481481481,0.194444444444444,0.00462962962962963,0.00925925925925926,0,0.0833333333333333,"100 Shoreditch High Street Hackney London E1 6JQ United Kingdom",8.6,1593,51.5254162,-0.0772849,"United Kingdom",60
"20","Acevi Villarroel",0.168539325842697,0.0337078651685393,0,0.123595505617978,0.0617977528089888,0.157303370786517,0.0393258426966292,0.00561797752808989,0,0,"Villarroel 106 Eixample 08011 Barcelona Spain",7.8,2251,41.3853781,2.1567228,"Spain",1445
"21","Acta Atrium Palace",0.197530864197531,0.0308641975308642,0.0123456790123457,0.166666666666667,0.0617283950617284,0.222222222222222,0.0432098765432099,0.0123456790123457,0,0.0246913580246914,"Gran Via Corts Catalanes 656 Eixample 08010 Barcelona Spain",8.5,1933,41.390913,2.1706981,"Spain",948
"22","Acta CITY47",0.135802469135802,0.0185185185185185,0.00617283950617284,0.12962962962963,0.0493827160493827,0.160493827160494,0,0.0123456790123457,0,0.0123456790123457,"Nicaragua 47 Sants Montju c 08029 Barcelona Spain",8.1,2436,41.383515,2.1407396,"Spain",1093
"23","ADI Doria Grand Hotel",0.268817204301075,0.0537634408602151,0,0.182795698924731,0.10752688172043,0.43010752688172,0.021505376344086,0.021505376344086,0,0.021505376344086,"Viale Andrea Doria 22 Central Station 20124 Milan Italy",8.3,896,45.4853717,9.2115837,"Italy",1421
"24","ADI Hotel Poliziano Fiera",0.180555555555556,0.0555555555555556,0.0555555555555556,0.25,0.0416666666666667,0.416666666666667,0.0555555555555556,0.0138888888888889,0,0.0277777777777778,"Via Poliziano 11 Sempione 20154 Milan Italy",8.2,775,45.4837173,9.1649371,"Italy",1388
"25","Admiral Hotel",0,0,0,0,0,0.222222222222222,0,0,0,0.111111111111111,"Via Domodossola 16 Fiera Milano City 20145 Milan Italy",7.3,330,45.480515,9.160063,"Italy",1328
"26","Adria Boutique Hotel",0.18,0.09,0.02,0.3,0.1,0.09,0.02,0.03,0,0.03,"88 Queens Gate Kensington and Chelsea London SW7 5AB United Kingdom",8.8,478,51.4933372,-0.1788931,"United Kingdom",738
"27","Ako Suites Hotel",0.204081632653061,0.0204081632653061,0.0408163265306122,0.122448979591837,0.102040816326531,0.163265306122449,0.0612244897959184,0,0,0.0612244897959184,"Diputaci 195 Eixample 08011 Barcelona Spain",8.7,771,41.3861153,2.1611899,"Spain",902
"28","Albus Hotel Amsterdam City Centre",0.133333333333333,0.0333333333333333,0.0333333333333333,0.116666666666667,0.0666666666666667,0.116666666666667,0.05,0,0,0.0333333333333333,"Vijzelstraat 49 Amsterdam City Center 1017 HE Amsterdam Netherlands",8.2,564,52.365823,4.893243,"Netherlands",1442
"29","Alexandra Barcelona A DoubleTree by Hilton",0.0344827586206897,0.103448275862069,0,0.0689655172413793,0,0.0689655172413793,0,0,0,0.0344827586206897,"Mallorca 251 Eixample 08008 Barcelona Spain",8.3,351,41.3931918,2.16152,"Spain",1063
"30","Alma Barcelona GL",0.207317073170732,0.0975609756097561,0.0121951219512195,0.195121951219512,0.0731707317073171,0.195121951219512,0.0487804878048781,0.0121951219512195,0,0.0731707317073171,"Mallorca 269 271 Eixample 08008 Barcelona Spain",9.2,593,41.3945074,2.1632659,"Spain",1064
"31","Alma Boutique Hotel",0.178217821782178,0.0594059405940594,0.0396039603960396,0.168316831683168,0.0495049504950495,0.455445544554455,0.0594059405940594,0,0,0.0495049504950495,"Hafnersteig 7 01 Innere Stadt 1010 Vienna Austria",8.7,730,48.2112491,16.3776519,"Austria",962
"32","Aloft London Excel",0.184952978056426,0.0470219435736677,0.0250783699059561,0.244514106583072,0.0689655172413793,0.115987460815047,0,0.0219435736677116,0,0.0532915360501567,"One Eastern Gateway Royal Victoria Dock Newham London E16 1FR United Kingdom",8.7,2332,51.5083719,0.0355768,"United Kingdom",1105
"33","Am Spiegeln",0.214285714285714,0.142857142857143,0,0.0714285714285714,0,0.357142857142857,0,0,0,0,"Johann H rbiger Gasse 30 23 Liesing 1230 Vienna Austria",8.3,240,48.1537005,16.2825822,"Austria",999
"34","Amadi Panorama Hotel",0.164835164835165,0.0476190476190476,0.0256410256410256,0.139194139194139,0.0256410256410256,0.212454212454212,0.0183150183150183,0.00366300366300366,0,0.0512820512820513,"Ijburglaan 539 Zeeburg 1087 BE Amsterdam Netherlands",8.4,2586,52.3588806,4.9886041,"Netherlands",990
"35","Amadi Park Hotel",0.175141242937853,0.0395480225988701,0.0112994350282486,0.186440677966102,0.0282485875706215,0.23728813559322,0.0338983050847458,0.00564971751412429,0,0.0451977401129944,"Eerste Constantijn huygensstraat 26G Oud West 1054 BR Amsterdam Netherlands",8.1,1615,52.364962,4.873495,"Netherlands",913
"36","Amarante Beau Manoir",0.208955223880597,0.0149253731343284,0.0298507462686567,0.149253731343284,0.0447761194029851,0.134328358208955,0.0298507462686567,0.0149253731343284,0,0.0298507462686567,"6 Rue de l Arcade 8th arr 75008 Paris France",7.2,759,48.870994,2.3235329,"France",626
"37","Amarante Champs Elys es",0.0196078431372549,0,0,0.0588235294117647,0.0588235294117647,0.0392156862745098,0.0196078431372549,0,0,0.235294117647059,"19 Rue Vernet 8th arr 75008 Paris France",7.7,464,48.8717649,2.2983855,"France",233
"38","Amba Hotel Charing Cross",0.172297297297297,0.118243243243243,0.0337837837837838,0.165540540540541,0.0439189189189189,0.152027027027027,0.0405405405405405,0.0304054054054054,0.00337837837837838,0.0540540540540541,"The Strand Westminster Borough London WC2N 5HX United Kingdom",9.3,1694,51.508236,-0.1261963,"United Kingdom",1296
"39","Amba Hotel Marble Arch",0.120229007633588,0.0572519083969466,0.00572519083969466,0.124045801526718,0.0286259541984733,0.103053435114504,0.00572519083969466,0.00572519083969466,0,0.0190839694656489,"Bryanston Street Marble Arch Westminster Borough London W1H 7EH United Kingdom",8.5,3980,51.5144004,-0.1565506,"United Kingdom",845
"40","Ambassade Hotel",0.157635467980296,0.16256157635468,0.0394088669950739,0.201970443349754,0.0541871921182266,0.266009852216749,0.0541871921182266,0.0147783251231527,0.00492610837438424,0.0344827586206897,"Herengracht 341 Amsterdam City Center 1016 AZ Amsterdam Netherlands",9.3,1611,52.369391,4.8871721,"Netherlands",973
"41","Ambassadors Bloomsbury",0.154761904761905,0.0238095238095238,0.00595238095238095,0.178571428571429,0.0744047619047619,0.0892857142857143,0.00892857142857143,0.00892857142857143,0,0.0119047619047619,"12 Upper Woburn Place Camden London WC1H 0HX United Kingdom",7.9,1521,51.5266618,-0.1296571,"United Kingdom",112
"42","Amp re",0.188235294117647,0.0117647058823529,0.0235294117647059,0.270588235294118,0.0235294117647059,0.223529411764706,0.0470588235294118,0.0352941176470588,0,0.0588235294117647,"102 Avenue de Villiers 17th arr 75017 Paris France",8.8,998,48.8848583,2.2997023,"France",64
"43","Amsterdam Canal Residence",0.0476190476190476,0,0.0476190476190476,0.238095238095238,0.0476190476190476,0.523809523809524,0,0.0476190476190476,0,0.0476190476190476,"Weteringschans 251 Amsterdam City Center 1017 XJ Amsterdam Netherlands",8.3,255,52.3594783,4.895853,"Netherlands",1463
"44","Amsterdam Marriott Hotel",0.0916030534351145,0.0763358778625954,0,0.0458015267175573,0.0305343511450382,0.221374045801527,0.0305343511450382,0.0152671755725191,0.00763358778625954,0.0458015267175573,"Stadhouderskade 12 Oud West 1054 ES Amsterdam Netherlands",8.1,1556,52.362514,4.8800077,"Netherlands",1286
"45","Andaz Amsterdam Prinsengracht A Hyatt Hotel",0.148148148148148,0.135802469135802,0,0.0864197530864197,0.0246913580246914,0.148148148148148,0.0123456790123457,0,0,0.037037037037037,"Prinsengracht 587 Amsterdam City Center 1067 HT Amsterdam Netherlands",9.3,851,52.3678368,4.8830788,"Netherlands",1191
"46","Andaz London Liverpool Street",0.176190476190476,0.123809523809524,0.0285714285714286,0.180952380952381,0.0666666666666667,0.238095238095238,0.0142857142857143,0.00476190476190476,0,0.00952380952380952,"40 Liverpool Street City of London London EC2M 7QN United Kingdom",9,1283,51.5172825,-0.0812451,"United Kingdom",509
"47","Andreola Central Hotel",0.140625,0.0625,0,0.1796875,0.0546875,0.390625,0.0078125,0,0,0.015625,"Via Domenico Scarlatti 24 Central Station 20124 Milan Italy",8.3,1135,45.4836517,9.2078581,"Italy",1326
"48","Antares Hotel Accademia",0.0833333333333333,0.0833333333333333,0,0.0833333333333333,0,0.583333333333333,0.0833333333333333,0,0,0,"Viale Certosa 68 Certosa 20155 Milan Italy",8.4,415,45.4921089,9.1476806,"Italy",1428
"49","Antares Hotel Rubens",0.213333333333333,0.0533333333333333,0,0.106666666666667,0.04,0.466666666666667,0,0.0133333333333333,0,0.0666666666666667,"Via Rubens 21 San Siro 20148 Milan Italy",8.5,1231,45.4670579,9.1427822,"Italy",1394
"50","Antica Locanda Dei Mercanti",0.191489361702128,0.0638297872340425,0,0.0851063829787234,0.0638297872340425,0.319148936170213,0.0212765957446809,0,0,0.0212765957446809,"Via San Tomaso 6 Milan City Center 20121 Milan Italy",9,333,45.467298,9.1846982,"Italy",1397
"51","Aparthotel Adagio Vienna City",0.101190476190476,0.0654761904761905,0,0.148809523809524,0.0476190476190476,0.0773809523809524,0.0654761904761905,0.0357142857142857,0,0.0476190476190476,"Uraniastra e 2 01 Innere Stadt 1010 Vienna Austria",8.1,1787,48.2110845,16.3838405,"Austria",1303
"52","Aparthotel Arai 4 Superior",0.197368421052632,0.0394736842105263,0.0526315789473684,0.105263157894737,0.0657894736842105,0.105263157894737,0.0526315789473684,0.0131578947368421,0,0.0526315789473684,"Avinyo 30 Ciutat Vella 08002 Barcelona Spain",9.3,520,41.3807517,2.1772425,"Spain",823
"53","Aparthotel Atenea Barcelona",0.189189189189189,0.027027027027027,0,0.108108108108108,0.0945945945945946,0.243243243243243,0.0135135135135135,0.0135135135135135,0,0.0540540540540541,"Joan G ell 207 211 Les Corts 08028 Barcelona Spain",8,1098,41.3862689,2.1291786,"Spain",997
"54","Aparthotel Mariano Cubi Barcelona",0.27906976744186,0.0232558139534884,0.0465116279069767,0.162790697674419,0.0930232558139535,0.13953488372093,0,0,0,0.0465116279069767,"Mariano Cubi 62 64 Sarri St Gervasi 08006 Barcelona Spain",8.3,635,41.3982129,2.1494179,"Spain",1077
"55","Apex City Of London Hotel",0.232804232804233,0.0793650793650794,0.0211640211640212,0.272486772486772,0.0714285714285714,0.119047619047619,0.0264550264550265,0.0211640211640212,0,0.0211640211640212,"No 1 Seething Lane City of London London EC3N 4AX United Kingdom",9,2750,51.5104624,-0.0795502,"United Kingdom",1099
"56","Apex London Wall Hotel",0.233128834355828,0.0920245398773006,0.0368098159509202,0.239263803680982,0.0613496932515337,0.177914110429448,0.0245398773006135,0.0122699386503067,0,0.0368098159509202,"7 9 Copthall Avenue City of London London EC2R 7NJ United Kingdom",9.1,949,51.5160484,-0.0880181,"United Kingdom",669
"57","Apex Temple Court Hotel",0.210648148148148,0.0625,0.0347222222222222,0.266203703703704,0.0648148148148148,0.106481481481481,0.025462962962963,0.00694444444444444,0,0.00694444444444444,"1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom",9.2,2619,51.5137335,-0.1087512,"United Kingdom",3
"58","Apollo Hotel Amsterdam",0.156914893617021,0.0664893617021277,0.023936170212766,0.111702127659574,0.0531914893617021,0.220744680851064,0.0186170212765957,0.00265957446808511,0.00265957446808511,0.0265957446808511,"Apollolaan 2 Oud Zuid 1077 BA Amsterdam Netherlands",8.2,2968,52.3486098,4.8844292,"Netherlands",790
"59","Apollofirst Boutique Hotel",0.172413793103448,0.0431034482758621,0.00862068965517241,0.155172413793103,0.0689655172413793,0.310344827586207,0.0344827586206897,0.00862068965517241,0,0.0431034482758621,"Apollolaan 123 125 Oud Zuid 1077 AP Amsterdam Netherlands",8.5,1284,52.350396,4.8756404,"Netherlands",788
"60","Appartement Hotel an der Riemergasse",0.240875912408759,0.0802919708029197,0.0218978102189781,0.102189781021898,0.0291970802919708,0.0948905109489051,0.0291970802919708,0.0437956204379562,0,0.0364963503649635,"Riemergasse 8 01 Innere Stadt 1010 Vienna Austria",9.2,969,48.2071576,16.3765913,"Austria",1217
"61","Arbor City",0.258741258741259,0.0396270396270396,0.0256410256410256,0.235431235431235,0.0955710955710956,0.153846153846154,0.0186480186480186,0.0186480186480186,0.00466200466200466,0.027972027972028,"12 Osborn Street Aldgate East Tower Hamlets London E1 6TE United Kingdom",8.9,2197,51.5166755,-0.0697897,"United Kingdom",103
"62","Arbor Hyde Park",0.217550274223035,0.0621572212065814,0.00731261425959781,0.213893967093236,0.0694698354661792,0.409506398537477,0.0146252285191956,0.00914076782449726,0,0.0237659963436929,"36 37 Lancaster Gate Westminster Borough London W2 3NA United Kingdom",8.4,2140,51.5126488,-0.1803795,"United Kingdom",464
"63","ARCOTEL Kaiserwasser Superior",0.105263157894737,0.0394736842105263,0,0.0789473684210526,0.105263157894737,0.302631578947368,0.0131578947368421,0.0131578947368421,0,0.0789473684210526,"Wagramer Stra e 8 22 Donaustadt 1220 Vienna Austria",8.6,1257,48.231915,16.417026,"Austria",1453
"64","ARCOTEL Wimberger",0.0574712643678161,0.0459770114942529,0,0.137931034482759,0.0574712643678161,0.425287356321839,0.0574712643678161,0.0114942528735632,0,0.0459770114942529,"Neubaug rtel 34 36 07 Neubau 1070 Vienna Austria",8.2,1886,48.2006001,16.3386333,"Austria",1091
"65","Arenas Atiram Hotels",0.0333333333333333,0.0666666666666667,0,0.1,0.0333333333333333,0.133333333333333,0.0333333333333333,0.0333333333333333,0,0,"Capitan Arenas 20 Les Corts 08034 Barcelona Spain",7.5,779,41.3904305,2.1262314,"Spain",855
"66","Arion Cityhotel Vienna und Appartements",0.188087774294671,0.0344827586206897,0,0.153605015673981,0.0815047021943574,0.109717868338558,0.0188087774294671,0.00313479623824451,0,0.00940438871473354,"Hintschiggasse 1 10 Favoriten 1100 Vienna Austria",8.1,3887,48.1585332,16.3451115,"Austria",983
"67","Arioso",0.1,0.05,0,0.05,0.05,0.15,0,0,0,0.05,"7 rue d Argenson 8th arr 75008 Paris France",8.4,218,48.8746066,2.3167195,"France",679
"68","Armani Hotel Milano",0.0930232558139535,0.116279069767442,0.0232558139534884,0.0930232558139535,0.0581395348837209,0.116279069767442,0,0.0581395348837209,0.0116279069767442,0,"Via Manzoni 31 Milan City Center 20121 Milan Italy",9.2,835,45.470532,9.19302,"Italy",1367
"69","Art Hotel Navigli",0.123222748815166,0.0805687203791469,0.018957345971564,0.0947867298578199,0.028436018957346,0.672985781990521,0.033175355450237,0.023696682464455,0,0.0473933649289099,"Via Angelo Carlo Fumagalli 4 Navigli 20143 Milan Italy",8.6,3636,45.4501306,9.1696481,"Italy",1312
"70","art otel Amsterdam",0.134185303514377,0.121405750798722,0.00958466453674121,0.0990415335463259,0.0511182108626198,0.306709265175719,0.0255591054313099,0.012779552715655,0,0.0543130990415335,"Prins Hendrikkade 33 Amsterdam City Center 1012 TM Amsterdam Netherlands",9,3158,52.377743,4.897057,"Netherlands",1187
"71","Arthotel ANA Boutique Six",0.137254901960784,0.0627450980392157,0.00784313725490196,0.12156862745098,0.0784313725490196,0.341176470588235,0.0352941176470588,0,0.00392156862745098,0.0470588235294118,"Webgasse 23 06 Mariahilf 1060 Vienna Austria",8.2,3498,48.1941905,16.3462578,"Austria",1455
"72","Arthotel ANA Prime",0.194871794871795,0.0512820512820513,0.0102564102564103,0.138461538461538,0.0307692307692308,0.343589743589744,0.0256410256410256,0.00512820512820513,0,0.0307692307692308,"Sch nbrunner Stra e 41 05 Margareten 1050 Vienna Austria",8.4,1813,48.1925582,16.3576071,"Austria",1254
"73","Arthotel ANA Westbahn",0.0689655172413793,0.103448275862069,0.0344827586206897,0.0689655172413793,0.0689655172413793,0.241379310344828,0.0344827586206897,0,0,0,"Pelzgasse 1 15 Rudolfsheim F nfhaus 1150 Vienna Austria",8.3,450,48.1979514,16.336318,"Austria",1148
"74","Artus Hotel by MH",0.1,0.1,0,0.05,0,0.1,0,0,0,0.05,"34 Rue de Buci 6th arr 75006 Paris France",9,261,48.8535639,2.3360169,"France",446
"75","Ashburn Hotel",0.230769230769231,0.0384615384615385,0.0384615384615385,0.201923076923077,0.0865384615384615,0.413461538461538,0.00961538461538462,0.00961538461538462,0,0.0384615384615385,"111 Cromwell Road Kensington and Chelsea London SW7 4DP United Kingdom",8.6,629,51.4945522,-0.1861213,"United Kingdom",89
"76","Atahotel Contessa Jolanda",0.227272727272727,0.0303030303030303,0,0.151515151515152,0.0454545454545455,0.227272727272727,0.0151515151515152,0.0303030303030303,0,0.0151515151515152,"Via Murat 21 Niguarda 20159 Milan Italy",7.5,1559,45.4984161,9.1904375,"Italy",1379
"77","Atahotel Linea Uno",0.25,0.0833333333333333,0,0.152777777777778,0.0833333333333333,0.194444444444444,0.0138888888888889,0.0138888888888889,0,0.0416666666666667,"Viale Monza 139 Distretto Viale Monza 20125 Milan Italy",8,1199,45.50054,9.2208089,"Italy",1435
"78","Atala Champs Elys es",0.0666666666666667,0.0666666666666667,0,0,0.0666666666666667,0,0,0,0,0,"10 rue Chateaubriand 8th arr 75008 Paris France",8.2,123,48.8735418,2.302442,"France",44
"79","Atlantis Hotel Vienna",0.12707182320442,0.0331491712707182,0.0110497237569061,0.116022099447514,0.0165745856353591,0.237569060773481,0.0220994475138122,0,0,0.0276243093922652,"Wurzbachgasse 21 15 Rudolfsheim F nfhaus 1150 Vienna Austria",8.1,2823,48.2037451,16.3356767,"Austria",1474
"80","Attica 21 Barcelona Mar",0.135593220338983,0.0677966101694915,0.0338983050847458,0.101694915254237,0.0508474576271186,0.23728813559322,0,0.0169491525423729,0,0.0169491525423729,"Proven als 10 Sant Mart 08019 Barcelona Spain",8.1,926,41.4052324,2.2117289,"Spain",1194
"81","Au Manoir Saint Germain",0.173913043478261,0.0579710144927536,0.0434782608695652,0.159420289855072,0.0289855072463768,0.115942028985507,0,0.0144927536231884,0,0.0579710144927536,"153 Boulevard Saint Germain 6th arr 75006 Paris France",8.6,616,48.853688,2.3322667,"France",172
"82","Austria Trend Hotel Ananas Wien",0.101983002832861,0.056657223796034,0.0028328611898017,0.0934844192634561,0.0651558073654391,0.189801699716714,0.0396600566572238,0,0,0.0623229461756374,"Sonnenhofgasse 8 10 05 Margareten 1050 Vienna Austria",8.2,4217,48.1915401,16.3546263,"Austria",1275
"83","Austria Trend Hotel Anatol Wien",0.22093023255814,0.0116279069767442,0.0116279069767442,0.13953488372093,0.0581395348837209,0.337209302325581,0.0348837209302326,0.0232558139534884,0,0.0697674418604651,"Webgasse 26 06 Mariahilf 1060 Vienna Austria",8.8,1324,48.1945774,16.346356,"Austria",1456
"84","Austria Trend Hotel Astoria Wien",0.163424124513619,0.0389105058365759,0.0116731517509728,0.0894941634241245,0.0505836575875486,0.190661478599222,0.0700389105058366,0,0,0.0350194552529183,"K rntner Stra e 32 34 01 Innere Stadt 1010 Vienna Austria",8.5,2279,48.2044655,16.3702399,"Austria",1013
"85","Austria Trend Hotel Bosei Wien",0.144404332129964,0.0469314079422383,0,0.148014440433213,0.111913357400722,0.216606498194946,0.0144404332129964,0.0036101083032491,0,0.0216606498194946,"Gutheil Schoder Gasse 7B 10 Favoriten 1100 Vienna Austria",8.3,3287,48.1629737,16.3404024,"Austria",960
"86","Austria Trend Hotel Doppio Wien",0.184313725490196,0.0392156862745098,0.0117647058823529,0.141176470588235,0.0862745098039216,0.223529411764706,0.0196078431372549,0.0117647058823529,0,0.0352941176470588,"Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria",8.7,3010,48.1854312,16.404884,"Austria",1215
"87","Austria Trend Hotel Europa Wien",0.136239782016349,0.0435967302452316,0.0163487738419619,0.0653950953678474,0.0463215258855586,0.247956403269755,0.0980926430517711,0.00544959128065395,0.00544959128065395,0.0408719346049046,"K rntnerstra e 18 Eingang Neuer Markt 3 01 Innere Stadt 1010 Vienna Austria",8.6,3221,48.2062103,16.3710387,"Austria",1014
"88","Austria Trend Hotel Lassalle Wien",0.154639175257732,0.0309278350515464,0,0.144329896907216,0.154639175257732,0.268041237113402,0.0206185567010309,0,0,0.0618556701030928,"Engerthstra e 173 175 02 Leopoldstadt 1020 Vienna Austria",8.1,1287,48.2273013,16.4001791,"Austria",916
"89","Austria Trend Hotel Park Royal Palace Vienna",0.204379562043796,0.0510948905109489,0.00364963503649635,0.178832116788321,0.0839416058394161,0.255474452554745,0.0291970802919708,0.0109489051094891,0,0.0328467153284672,"Schlossallee 8 14 Penzing 1140 Vienna Austria",8.8,3667,48.191339,16.3165873,"Austria",1256
"90","Austria Trend Hotel Rathauspark Wien",0.169082125603865,0.0917874396135266,0.0241545893719807,0.130434782608696,0.0289855072463768,0.270531400966184,0.0531400966183575,0.0193236714975845,0,0.0144927536231884,"Rathausstra e 17 01 Innere Stadt 1010 Vienna Austria",8.5,1884,48.2133054,16.3567884,"Austria",1205
"91","Austria Trend Hotel Savoyen Vienna",0.301339285714286,0.0647321428571429,0.00446428571428571,0.178571428571429,0.0647321428571429,0.234375,0.0223214285714286,0.00892857142857143,0,0.0379464285714286,"Rennweg 16 03 Landstra e 1030 Vienna Austria",8.9,4016,48.1950444,16.3844751,"Austria",1214
"92","Austria Trend Hotel Schloss Wilhelminenberg Wien",0.0802919708029197,0.0510948905109489,0,0.124087591240876,0.0145985401459854,0.452554744525547,0,0.0072992700729927,0,0.0072992700729927,"Savoyenstra e 2 16 Ottakring 1160 Vienna Austria",8.3,1558,NA,NA,"Austria",1251
"93","Austria Trend Parkhotel Sch nbrunn Wien",0.133333333333333,0.0666666666666667,0.0142857142857143,0.128571428571429,0.0428571428571429,0.266666666666667,0.0142857142857143,0.00476190476190476,0,0.0285714285714286,"Hietzinger Hauptstra e 10 14 13 Hietzing 1130 Vienna Austria",8.6,4026,48.1866506,16.3023375,"Austria",981
"94","Auteuil Tour Eiffel",0.119047619047619,0.0357142857142857,0,0.0952380952380952,0.0238095238095238,0.130952380952381,0.0714285714285714,0,0,0.0357142857142857,"8 10 Rue F licien David 16th arr 75016 Paris France",7.5,1266,48.8506499,2.2750873,"France",702
"95","Avenida Palace",0.146417445482866,0.0498442367601246,0.0124610591900312,0.224299065420561,0.0529595015576324,0.193146417445483,0.0716510903426791,0,0,0.043613707165109,"Gran Via 605 Eixample 08007 Barcelona Spain",8.4,3222,41.3891168,2.1671986,"Spain",947
